1	There	_	EX	EX	_	2	expl	_	_
5	Beckett	_	NNP	NNP	_	8	nsubjpass	_	_
6	to	_	TO	TO	_	8	aux	_	_
7	get	_	VB	VB	_	8	auxpass	_	_
8	busted	_	VBN	VBN	_	3	advcl	_	_
9	.	_	.	.	_	3	punct	_	_

1	He	_	PRP	PRP	_	2	nsubj	_	_
2	goes	_	VBZ	VBZ	_	0	null	_	_
3	away	_	RB	RB	_	2	advmod	_	_
4	to	_	TO	TO	_	2	prep	_	_
5	Stateville	_	NNP	NNP	_	4	pobj	_	_
6	...	_	:	:	_	2	punct	_	_

1	And	_	CC	CC	_	3	cc	_	_
2	you	_	PRP	PRP	_	3	nsubj	_	_
3	make	_	VBP	VBP	_	0	null	_	_
4	off	_	RP	RP	_	3	prt	_	_
5	with	_	IN	IN	_	3	prep	_	_
6	a	_	DT	DT	_	8	det	_	_
7	million	_	CD	CD	_	8	num	_	_
8	dollars	_	NNS	NNS	_	5	pobj	_	_
9	no	_	DT	DT	_	10	det	_	_
10	one	_	NN	NN	_	12	nsubj	_	_
11	even	_	RB	RB	_	12	advmod	_	_
12	knows	_	VBZ	VBZ	_	14	nsubj	_	_
13	is	_	VBZ	VBZ	_	14	aux	_	_
14	missing	_	VBG	VBG	_	3	ccomp	_	_
15	.	_	.	.	_	3	punct	_	_

1	Besides	_	IN	IN	_	0	null	_	_
2	Beckett	_	NNP	NNP	_	1	pobj	_	_
3	.	_	.	.	_	1	punct	_	_

1	Look	_	VB	VB	_	6	dep	_	_
2	,	_	,	,	_	6	punct	_	_
3	I	_	PRP	PRP	_	6	nsubj	_	_
4	do	_	VBP	VBP	_	6	aux	_	_
5	n't	_	RB	RB	_	6	neg	_	_
6	know	_	VB	VB	_	0	null	_	_
7	what	_	WP	WP	_	10	dobj	_	_
8	you	_	PRP	PRP	_	10	nsubj	_	_
9	're	_	VBP	VBP	_	10	aux	_	_
10	talking	_	VBG	VBG	_	6	ccomp	_	_
11	about	_	IN	IN	_	18	dep	_	_
12	...	_	:	:	_	18	punct	_	_
13	And	_	CC	CC	_	18	cc	_	_
14	now	_	RB	RB	_	18	advmod	_	_
15	,	_	,	,	_	18	punct	_	_
16	15	_	CD	CD	_	17	num	_	_
17	years	_	NNS	NNS	_	18	dep	_	_
18	later	_	RB	RB	_	10	advmod	_	_
19	...	_	:	:	_	10	punct	_	_
20	one	_	CD	CD	_	21	num	_	_
21	cop	_	NN	NN	_	23	nsubj	_	_
22	is	_	VBZ	VBZ	_	23	cop	_	_
23	dead	_	JJ	JJ	_	10	parataxis	_	_
24	.	_	.	.	_	6	punct	_	_

1	Another	_	DT	DT	_	3	nsubj	_	_
2	's	_	VBZ	VBZ	_	3	aux	_	_
3	facing	_	VBG	VBG	_	0	null	_	_
4	IA	_	NNP	NNP	_	5	nn	_	_
5	charges	_	NNS	NNS	_	11	nsubj	_	_
6	,	_	,	,	_	5	punct	_	_
7	all	_	DT	DT	_	11	dep	_	_
8	'cause	_	CC	CC	_	11	cc	_	_
9	the	_	DT	DT	_	10	det	_	_
10	chickens	_	NNS	NNS	_	11	nsubj	_	_
11	came	_	VBD	VBD	_	3	ccomp	_	_
12	home	_	NN	NN	_	11	advmod	_	_
13	to	_	TO	TO	_	14	aux	_	_
14	roost	_	VB	VB	_	11	xcomp	_	_
15	on	_	IN	IN	_	14	prep	_	_
16	your	_	PRP$	PRP$	_	17	poss	_	_
17	lie	_	NN	NN	_	15	pobj	_	_
18	.	_	.	.	_	3	punct	_	_

1	You	_	PRP	PRP	_	3	nsubj	_	_
2	're	_	VBP	VBP	_	3	aux	_	_
3	making	_	VBG	VBG	_	0	null	_	_
4	up	_	RP	RP	_	3	prt	_	_
5	lies	_	NNS	NNS	_	3	dobj	_	_
6	.	_	.	.	_	3	punct	_	_

1	You	_	PRP	PRP	_	3	nsubj	_	_
2	're	_	VBP	VBP	_	3	aux	_	_
3	covering	_	VBG	VBG	_	0	null	_	_
4	your	_	PRP$	PRP$	_	6	poss	_	_
5	own	_	JJ	JJ	_	6	amod	_	_
6	ass	_	NN	NN	_	3	dobj	_	_
7	.	_	.	.	_	3	punct	_	_

1	We	_	PRP	PRP	_	2	nsubj	_	_
2	got	_	VBD	VBD	_	0	null	_	_
3	something	_	NN	NN	_	2	dobj	_	_
4	else	_	RB	RB	_	3	advmod	_	_
5	.	_	.	.	_	2	punct	_	_

1	Bomb	_	NNP	NNP	_	3	nsubjpass	_	_
2	squad	_	VBD	VBD	_	3	auxpass	_	_
3	checked	_	VBN	VBN	_	0	null	_	_
4	out	_	IN	IN	_	3	prep	_	_
5	Olinsky	_	NNP	NNP	_	7	poss	_	_
6	's	_	POS	POS	_	5	possessive	_	_
7	car	_	NN	NN	_	4	pobj	_	_
8	.	_	.	.	_	3	punct	_	_

1	There	_	EX	EX	_	2	expl	_	_
2	was	_	VBD	VBD	_	0	null	_	_
3	a	_	DT	DT	_	5	det	_	_
4	pipe	_	NN	NN	_	5	nn	_	_
5	bomb	_	NN	NN	_	2	nsubj	_	_
6	tied	_	VBN	VBN	_	5	partmod	_	_
7	to	_	TO	TO	_	6	prep	_	_
8	the	_	DT	DT	_	10	det	_	_
9	door	_	NN	NN	_	10	nn	_	_
10	lock	_	NN	NN	_	7	pobj	_	_
11	.	_	.	.	_	2	punct	_	_

1	Prints	_	NNS	NNS	_	7	nsubj	_	_
2	on	_	IN	IN	_	1	prep	_	_
3	the	_	DT	DT	_	4	det	_	_
4	bomb	_	NN	NN	_	2	pobj	_	_
5	are	_	VBP	VBP	_	7	cop	_	_
6	a	_	DT	DT	_	7	det	_	_
7	match	_	NN	NN	_	0	null	_	_
8	for	_	IN	IN	_	7	prep	_	_
9	the	_	DT	DT	_	10	det	_	_
10	brothers	_	NNS	NNS	_	8	pobj	_	_
11	that	_	IN	IN	_	15	complm	_	_
12	Roman	_	NNP	NNP	_	15	nsubj	_	_
13	and	_	CC	CC	_	12	cc	_	_
14	Burgess	_	NNP	NNP	_	12	conj	_	_
15	arrested	_	VBN	VBN	_	10	ccomp	_	_
16	today	_	NN	NN	_	15	tmod	_	_
17	.	_	.	.	_	7	punct	_	_

1	Guess	_	NNS	NNS	_	0	null	_	_
2	who	_	WP	WP	_	5	punct	_	_
3	they	_	PRP	PRP	_	5	nsubjpass	_	_
4	say	_	VBP	VBP	_	5	auxpass	_	_
5	hired	_	VBN	VBN	_	1	dep	_	_
6	them	_	PRP	PRP	_	5	dobj	_	_
7	?	_	.	.	_	1	punct	_	_

1	Oh	_	UH	UH	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	You	_	PRP	PRP	_	2	nsubj	_	_
2	hired	_	VBD	VBD	_	0	null	_	_
3	kids	_	NNS	NNS	_	5	nsubj	_	_
4	to	_	TO	TO	_	5	aux	_	_
5	pack	_	VB	VB	_	2	xcomp	_	_
6	bombs	_	NNS	NNS	_	5	dobj	_	_
7	?	_	.	.	_	2	punct	_	_

1	Hm	_	NNP	NNP	_	0	null	_	_
2	?	_	.	.	_	1	punct	_	_

1	For	_	IN	IN	_	0	null	_	_
2	my	_	PRP$	PRP$	_	3	poss	_	_
3	car	_	NN	NN	_	1	pobj	_	_
4	?	_	.	.	_	1	punct	_	_

1	For	_	IN	IN	_	0	null	_	_
2	Voight	_	NNP	NNP	_	1	pobj	_	_
3	's	_	POS	POS	_	2	possessive	_	_
4	?	_	.	.	_	1	punct	_	_

1	It	_	PRP	PRP	_	5	nsubj	_	_
2	was	_	VBD	VBD	_	5	cop	_	_
3	Beckett	_	NNP	NNP	_	5	poss	_	_
4	's	_	POS	POS	_	3	possessive	_	_
5	idea	_	NN	NN	_	0	null	_	_
6	.	_	.	.	_	5	punct	_	_

1	He	_	PRP	PRP	_	4	nsubj	_	_
2	's	_	VBZ	VBZ	_	4	cop	_	_
3	the	_	DT	DT	_	4	det	_	_
4	one	_	NN	NN	_	0	null	_	_
5	with	_	IN	IN	_	4	prep	_	_
6	the	_	DT	DT	_	7	det	_	_
7	vendetta	_	NN	NN	_	5	pobj	_	_
8	,	_	,	,	_	7	punct	_	_
9	not	_	RB	RB	_	7	neg	_	_
10	me	_	PRP	PRP	_	7	dep	_	_
11	.	_	.	.	_	4	punct	_	_

1	He	_	PRP	PRP	_	3	nsubj	_	_
2	's	_	VBZ	VBZ	_	3	cop	_	_
3	insane	_	NN	NN	_	0	null	_	_
4	.	_	.	.	_	3	punct	_	_

1	I	_	PRP	PRP	_	3	nsubj	_	_
2	just	_	RB	RB	_	3	advmod	_	_
3	facilitated	_	VBD	VBD	_	0	null	_	_
4	what	_	WP	WP	_	6	dobj	_	_
5	he	_	PRP	PRP	_	6	nsubj	_	_
6	wanted	_	VBD	VBD	_	3	ccomp	_	_
7	...	_	:	:	_	6	punct	_	_
8	oh	_	UH	UH	_	6	dep	_	_
9	!	_	.	.	_	3	punct	_	_

1	You	_	PRP	PRP	_	2	nsubj	_	_
2	're	_	VBP	VBP	_	6	dep	_	_
3	right	_	RB	RB	_	2	advmod	_	_
4	,	_	,	,	_	6	punct	_	_
5	you	_	PRP	PRP	_	6	nsubj	_	_
6	're	_	VBP	VBP	_	0	null	_	_
7	right	_	RB	RB	_	6	neg	_	_
8	!	_	.	.	_	6	punct	_	_

1	I	_	PRP	PRP	_	2	nsubj	_	_
2	took	_	VBD	VBD	_	0	null	_	_
3	his	_	PRP$	PRP$	_	4	poss	_	_
4	money	_	NN	NN	_	2	dobj	_	_
5	.	_	.	.	_	2	punct	_	_

1	If	_	IN	IN	_	3	mark	_	_
2	he	_	PRP	PRP	_	3	nsubj	_	_
3	found	_	VBD	VBD	_	8	advcl	_	_
4	out	_	RP	RP	_	3	prt	_	_
5	,	_	,	,	_	8	punct	_	_
6	he	_	PRP	PRP	_	8	nsubj	_	_
7	'd	_	MD	MD	_	8	aux	_	_
8	kill	_	VB	VB	_	0	null	_	_
9	me	_	PRP	PRP	_	8	dobj	_	_
10	.	_	.	.	_	8	punct	_	_

1	I	_	PRP	PRP	_	4	nsubj	_	_
2	do	_	VBP	VBP	_	4	aux	_	_
3	n't	_	RB	RB	_	4	neg	_	_
4	want	_	VB	VB	_	0	null	_	_
5	any	_	DT	DT	_	4	dobj	_	_
6	of	_	IN	IN	_	5	prep	_	_
7	this	_	DT	DT	_	6	pobj	_	_
8	,	_	,	,	_	4	punct	_	_
9	man	_	NN	NN	_	4	xcomp	_	_
10	.	_	.	.	_	4	punct	_	_

1	I	_	PRP	PRP	_	2	nsubj	_	_
2	was	_	VBD	VBD	_	0	null	_	_
3	out	_	RB	RB	_	2	advmod	_	_
4	!	_	.	.	_	2	punct	_	_

1	But	_	CC	CC	_	4	cc	_	_
2	you	_	PRP	PRP	_	4	nsubj	_	_
3	were	_	VBD	VBD	_	4	cop	_	_
4	more	_	JJR	JJR	_	0	null	_	_
5	than	_	IN	IN	_	4	prep	_	_
6	happy	_	JJ	JJ	_	5	pobj	_	_
7	to	_	TO	TO	_	8	aux	_	_
8	let	_	VB	VB	_	4	xcomp	_	_
9	him	_	PRP	PRP	_	10	nsubj	_	_
10	believe	_	VB	VB	_	8	ccomp	_	_
11	that	_	IN	IN	_	13	complm	_	_
12	it	_	PRP	PRP	_	13	nsubj	_	_
13	was	_	VBD	VBD	_	10	ccomp	_	_
14	us	_	PRP	PRP	_	13	nsubj	_	_
15	,	_	,	,	_	13	punct	_	_
16	right	_	RB	RB	_	13	neg	_	_
17	?	_	.	.	_	4	punct	_	_

1	I	_	PRP	PRP	_	4	nsubj	_	_
2	was	_	VBD	VBD	_	4	aux	_	_
3	n't	_	RB	RB	_	4	neg	_	_
4	thinking	_	VBG	VBG	_	0	null	_	_
5	.	_	.	.	_	4	punct	_	_

1	It	_	PRP	PRP	_	4	nsubj	_	_
2	was	_	VBD	VBD	_	4	cop	_	_
3	all	_	DT	DT	_	4	det	_	_
4	Beckett	_	NNP	NNP	_	0	null	_	_
5	's	_	VBZ	VBZ	_	4	dep	_	_
6	!	_	.	.	_	4	punct	_	_

1	I	_	PRP	PRP	_	2	nsubj	_	_
2	swear	_	VBP	VBP	_	0	null	_	_
3	to	_	TO	TO	_	2	prep	_	_
4	you	_	PRP	PRP	_	3	pobj	_	_
5	!	_	.	.	_	2	punct	_	_

1	Not	_	RB	RB	_	2	neg	_	_
2	now	_	RB	RB	_	0	null	_	_
3	.	_	.	.	_	2	punct	_	_

1	So	_	IN	IN	_	4	dep	_	_
2	we	_	PRP	PRP	_	4	nsubj	_	_
3	're	_	VBP	VBP	_	4	aux	_	_
4	gon	_	VBG	VBG	_	0	null	_	_
5	na	_	TO	TO	_	6	aux	_	_
6	need	_	VB	VB	_	4	xcomp	_	_
7	you	_	PRP	PRP	_	6	dobj	_	_
8	.	_	.	.	_	4	punct	_	_

1	For	_	IN	IN	_	0	null	_	_
2	what	_	WP	WP	_	1	pobj	_	_
3	?	_	.	.	_	1	punct	_	_

1	Bait	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	You	_	PRP	PRP	_	3	nsubj	_	_
2	were	_	VBD	VBD	_	3	aux	_	_
3	gon	_	VBG	VBG	_	0	null	_	_
4	na	_	TO	TO	_	3	xcomp	_	_
5	find	_	VB	VB	_	4	dep	_	_
6	out	_	RP	RP	_	5	prt	_	_
7	anyway	_	RB	RB	_	5	advmod	_	_
8	,	_	,	,	_	3	punct	_	_
9	so	_	IN	IN	_	3	dep	_	_
10	I	_	PRP	PRP	_	12	nsubj	_	_
11	'm	_	VBP	VBP	_	12	aux	_	_
12	coming	_	VBG	VBG	_	3	ccomp	_	_
13	clean	_	JJ	JJ	_	12	advmod	_	_
14	.	_	.	.	_	3	punct	_	_

1	Hey	_	NNP	NNP	_	5	nsubj	_	_
2	,	_	,	,	_	1	punct	_	_
3	listen	_	VBP	VBP	_	1	appos	_	_
4	,	_	,	,	_	1	punct	_	_
5	calm	_	VBP	VBP	_	0	null	_	_
6	down	_	RB	RB	_	5	advmod	_	_
7	.	_	.	.	_	5	punct	_	_

1	Listen	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	I	_	PRP	PRP	_	2	nsubj	_	_
2	got	_	VBD	VBD	_	0	null	_	_
3	200k	_	CD	CD	_	2	dobj	_	_
4	in	_	IN	IN	_	2	prep	_	_
5	the	_	DT	DT	_	6	det	_	_
6	bank	_	NN	NN	_	4	pobj	_	_
7	I	_	PRP	PRP	_	9	nsubj	_	_
8	can	_	MD	MD	_	9	aux	_	_
9	get	_	VB	VB	_	2	ccomp	_	_
10	my	_	PRP$	PRP$	_	11	poss	_	_
11	hands	_	NNS	NNS	_	9	dobj	_	_
12	on	_	IN	IN	_	9	dep	_	_
13	.	_	.	.	_	2	punct	_	_

1	Well	_	RB	RB	_	5	advmod	_	_
2	,	_	,	,	_	5	punct	_	_
3	it	_	PRP	PRP	_	5	nsubj	_	_
4	's	_	VBZ	VBZ	_	5	cop	_	_
5	better	_	JJR	JJR	_	0	null	_	_
6	than	_	IN	IN	_	5	prep	_	_
7	nothing	_	NN	NN	_	6	pobj	_	_
8	.	_	.	.	_	5	punct	_	_

1	I	_	PRP	PRP	_	2	nsubj	_	_
2	said	_	VBD	VBD	_	0	null	_	_
3	it	_	PRP	PRP	_	5	nsubj	_	_
4	's	_	VBZ	VBZ	_	5	cop	_	_
5	better	_	JJR	JJR	_	2	ccomp	_	_
6	than	_	IN	IN	_	5	prep	_	_
7	nothing	_	NN	NN	_	6	pobj	_	_
8	,	_	,	,	_	7	punct	_	_
9	James	_	NNP	NNP	_	7	appos	_	_
10	.	_	.	.	_	2	punct	_	_

1	I	_	PRP	PRP	_	4	nsubj	_	_
2	do	_	VBP	VBP	_	4	aux	_	_
3	n't	_	RB	RB	_	4	neg	_	_
4	know	_	VB	VB	_	0	null	_	_
5	.	_	.	.	_	4	punct	_	_

1	I	_	PRP	PRP	_	3	nsubj	_	_
2	can	_	MD	MD	_	3	aux	_	_
3	sell	_	VB	VB	_	0	null	_	_
4	the	_	DT	DT	_	5	det	_	_
5	house	_	NN	NN	_	3	dobj	_	_
6	and	_	CC	CC	_	3	cc	_	_
7	come	_	VB	VB	_	3	conj	_	_
8	up	_	RP	RP	_	7	prt	_	_
9	with	_	IN	IN	_	7	prep	_	_
10	the	_	DT	DT	_	11	det	_	_
11	rest	_	NN	NN	_	9	pobj	_	_
12	if	_	IN	IN	_	15	mark	_	_
13	...	_	:	:	_	15	punct	_	_
14	you	_	PRP	PRP	_	15	nsubj	_	_
15	give	_	VBP	VBP	_	7	advcl	_	_
16	me	_	PRP	PRP	_	15	iobj	_	_
17	a	_	DT	DT	_	18	det	_	_
18	pass	_	NN	NN	_	15	dobj	_	_
19	.	_	.	.	_	3	punct	_	_

1	Good	_	JJ	JJ	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	Good	_	JJ	JJ	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	Where	_	WRB	WRB	_	3	advmod	_	_
2	you	_	PRP	PRP	_	3	nsubj	_	_
3	want	_	VBP	VBP	_	0	null	_	_
4	to	_	TO	TO	_	5	aux	_	_
5	meet	_	VB	VB	_	3	xcomp	_	_
6	?	_	.	.	_	3	punct	_	_

1	Okay	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	Yeah	_	UH	UH	_	4	dep	_	_
2	,	_	,	,	_	4	punct	_	_
3	I	_	PRP	PRP	_	4	nsubj	_	_
4	know	_	VBP	VBP	_	0	null	_	_
5	where	_	WRB	WRB	_	7	advmod	_	_
6	that	_	DT	DT	_	7	nsubj	_	_
7	is	_	VBZ	VBZ	_	4	advcl	_	_
8	.	_	.	.	_	4	punct	_	_

1	All	_	DT	DT	_	2	det	_	_
2	right	_	JJ	JJ	_	0	null	_	_
3	,	_	,	,	_	2	punct	_	_
4	get	_	VB	VB	_	5	dep	_	_
5	ready	_	JJ	JJ	_	2	dep	_	_
6	,	_	,	,	_	2	punct	_	_
7	people	_	NNS	NNS	_	2	appos	_	_
8	.	_	.	.	_	2	punct	_	_

1	Got	_	NNP	NNP	_	2	nsubj	_	_
2	him	_	PRP	PRP	_	0	null	_	_
3	.	_	.	.	_	2	punct	_	_

1	We	_	PRP	PRP	_	2	nsubj	_	_
2	're	_	VBP	VBP	_	0	null	_	_
3	in	_	IN	IN	_	2	prep	_	_
4	position	_	NN	NN	_	3	pobj	_	_
5	.	_	.	.	_	2	punct	_	_

1	Hank	_	NNP	NNP	_	4	nsubj	_	_
2	,	_	,	,	_	4	punct	_	_
3	he	_	PRP	PRP	_	4	nsubj	_	_
4	wants	_	VBZ	VBZ	_	0	null	_	_
5	to	_	TO	TO	_	6	aux	_	_
6	run	_	VB	VB	_	4	xcomp	_	_
7	.	_	.	.	_	4	punct	_	_

1	Yeah	_	UH	UH	_	10	dep	_	_
2	,	_	,	,	_	10	punct	_	_
3	well	_	RB	RB	_	10	advmod	_	_
4	,	_	,	,	_	10	punct	_	_
5	if	_	IN	IN	_	7	mark	_	_
6	he	_	PRP	PRP	_	7	nsubj	_	_
7	does	_	VBZ	VBZ	_	10	parataxis	_	_
8	,	_	,	,	_	10	punct	_	_
9	you	_	PRP	PRP	_	10	nsubj	_	_
10	drop	_	VBP	VBP	_	0	null	_	_
11	him	_	PRP	PRP	_	10	dobj	_	_
12	.	_	.	.	_	10	punct	_	_

1	Go	_	NNP	NNP	_	3	nsubj	_	_
2	,	_	,	,	_	1	punct	_	_
3	go	_	VBP	VBP	_	5	dep	_	_
4	,	_	,	,	_	3	punct	_	_
5	go	_	VBP	VBP	_	0	null	_	_
6	!	_	.	.	_	5	punct	_	_

1	We	_	PRP	PRP	_	3	nsubj	_	_
2	're	_	VBP	VBP	_	3	cop	_	_
3	blind	_	JJ	JJ	_	0	null	_	_
4	.	_	.	.	_	3	punct	_	_

1	We	_	PRP	PRP	_	3	nsubj	_	_
2	're	_	VBP	VBP	_	3	cop	_	_
3	blind	_	JJ	JJ	_	0	null	_	_
4	.	_	.	.	_	3	punct	_	_

1	Oh	_	UH	UH	_	4	dep	_	_
2	,	_	,	,	_	4	punct	_	_
3	my	_	PRP$	PRP$	_	4	poss	_	_
4	God	_	NNP	NNP	_	0	null	_	_
5	.	_	.	.	_	4	punct	_	_

1	Got	_	NNP	NNP	_	2	nn	_	_
2	something	_	NN	NN	_	0	null	_	_
3	to	_	TO	TO	_	4	aux	_	_
4	say	_	VB	VB	_	2	infmod	_	_
5	to	_	TO	TO	_	4	prep	_	_
6	me	_	PRP	PRP	_	5	pobj	_	_
7	?	_	.	.	_	2	punct	_	_

1	It	_	PRP	PRP	_	3	nsubj	_	_
2	's	_	VBZ	VBZ	_	3	cop	_	_
3	fake	_	JJ	JJ	_	0	null	_	_
4	.	_	.	.	_	3	punct	_	_

1	You	_	PRP	PRP	_	2	nsubj	_	_
2	set	_	VBP	VBP	_	0	null	_	_
3	me	_	PRP	PRP	_	2	dobj	_	_
4	up	_	RP	RP	_	2	prt	_	_
5	.	_	.	.	_	2	punct	_	_

1	Antonio	_	NNP	NNP	_	6	nn	_	_
2	,	_	,	,	_	6	punct	_	_
3	they	_	PRP	PRP	_	6	nsubj	_	_
4	're	_	VBP	VBP	_	6	cop	_	_
5	one	_	CD	CD	_	6	num	_	_
6	floor	_	NN	NN	_	0	null	_	_
7	up	_	RB	RB	_	6	prt	_	_
8	.	_	.	.	_	6	punct	_	_

1	Beckett	_	NNP	NNP	_	0	null	_	_
2	,	_	,	,	_	1	punct	_	_
3	the	_	DT	DT	_	4	det	_	_
4	cops	_	NNS	NNS	_	1	appos	_	_
5	.	_	.	.	_	1	punct	_	_

1	They	_	PRP	PRP	_	2	nsubj	_	_
2	're	_	VBP	VBP	_	0	null	_	_
3	everywhere	_	RB	RB	_	2	advmod	_	_
4	.	_	.	.	_	2	punct	_	_

1	I	_	PRP	PRP	_	4	nsubj	_	_
2	do	_	VBP	VBP	_	4	aux	_	_
3	n't	_	RB	RB	_	4	neg	_	_
4	have	_	VB	VB	_	0	null	_	_
5	a	_	DT	DT	_	6	det	_	_
6	shot	_	NN	NN	_	4	dobj	_	_
7	.	_	.	.	_	4	punct	_	_

1	You	_	PRP	PRP	_	2	nsubj	_	_
2	ordered	_	VBD	VBD	_	0	null	_	_
3	the	_	DT	DT	_	4	det	_	_
4	murder	_	NN	NN	_	2	dobj	_	_
5	of	_	IN	IN	_	4	prep	_	_
6	a	_	DT	DT	_	9	det	_	_
7	Chicago	_	NNP	NNP	_	9	nn	_	_
8	police	_	NN	NN	_	9	nn	_	_
9	officer	_	NN	NN	_	5	pobj	_	_
10	?	_	.	.	_	2	punct	_	_

1	You	_	PRP	PRP	_	2	nsubj	_	_
2	put	_	VBP	VBP	_	0	null	_	_
3	a	_	DT	DT	_	4	det	_	_
4	bomb	_	NN	NN	_	2	dobj	_	_
5	in	_	IN	IN	_	2	prep	_	_
6	my	_	PRP$	PRP$	_	7	poss	_	_
7	car	_	NN	NN	_	5	pobj	_	_
8	?	_	.	.	_	2	punct	_	_

1	You	_	PRP	PRP	_	2	nsubj	_	_
2	try	_	VBP	VBP	_	0	null	_	_
3	to	_	TO	TO	_	4	aux	_	_
4	kill	_	VB	VB	_	2	xcomp	_	_
5	my	_	PRP$	PRP$	_	6	poss	_	_
6	family	_	NN	NN	_	4	dobj	_	_
7	?	_	.	.	_	2	punct	_	_

1	I	_	PRP	PRP	_	4	nsubj	_	_
2	should	_	MD	MD	_	4	aux	_	_
3	've	_	VB	VB	_	4	aux	_	_
4	done	_	VBN	VBN	_	0	null	_	_
5	this	_	DT	DT	_	7	det	_	_
6	15	_	CD	CD	_	7	num	_	_
7	years	_	NNS	NNS	_	8	dep	_	_
8	ago	_	RB	RB	_	4	advmod	_	_
9	.	_	.	.	_	4	punct	_	_

1	Hank	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	Hank	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	Hank	_	NNP	NNP	_	3	nsubj	_	_
2	,	_	,	,	_	1	punct	_	_
3	come	_	VBN	VBN	_	0	null	_	_
4	on	_	IN	IN	_	3	prt	_	_
5	.	_	.	.	_	3	punct	_	_

1	Hank	_	NNP	NNP	_	0	null	_	_
2	!	_	.	.	_	1	punct	_	_

1	Hank	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	You	_	PRP	PRP	_	4	nsubj	_	_
2	'll	_	MD	MD	_	4	aux	_	_
3	never	_	RB	RB	_	4	neg	_	_
4	see	_	VB	VB	_	0	null	_	_
5	the	_	DT	DT	_	6	det	_	_
6	light	_	NN	NN	_	4	dobj	_	_
7	of	_	IN	IN	_	6	prep	_	_
8	day	_	NN	NN	_	7	pobj	_	_
9	again	_	RB	RB	_	4	advmod	_	_
10	.	_	.	.	_	4	punct	_	_

1	Get	_	VB	VB	_	0	null	_	_
2	up	_	RB	RB	_	1	prt	_	_
3	.	_	.	.	_	1	punct	_	_

1	Let	_	VB	VB	_	0	null	_	_
2	's	_	PRP	PRP	_	3	nsubj	_	_
3	go	_	VB	VB	_	1	ccomp	_	_
4	.	_	.	.	_	1	punct	_	_

1	It	_	PRP	PRP	_	4	nsubj	_	_
2	's	_	VBZ	VBZ	_	4	cop	_	_
3	not	_	RB	RB	_	4	neg	_	_
4	bad	_	JJ	JJ	_	0	null	_	_
5	,	_	,	,	_	4	punct	_	_
6	huh	_	JJ	JJ	_	4	dep	_	_
7	?	_	.	.	_	4	punct	_	_

1	Get	_	VB	VB	_	2	dep	_	_
2	rid	_	JJ	JJ	_	0	null	_	_
3	of	_	IN	IN	_	2	prep	_	_
4	it	_	PRP	PRP	_	3	pobj	_	_
5	.	_	.	.	_	2	punct	_	_

1	It	_	PRP	PRP	_	4	nsubj	_	_
2	's	_	VBZ	VBZ	_	4	cop	_	_
3	not	_	RB	RB	_	4	neg	_	_
4	us	_	PRP	PRP	_	0	null	_	_
5	,	_	,	,	_	4	punct	_	_
6	kid	_	NN	NN	_	4	appos	_	_
7	.	_	.	.	_	4	punct	_	_

1	All	_	DT	DT	_	2	det	_	_
2	right	_	NN	NN	_	0	null	_	_
3	.	_	.	.	_	2	punct	_	_

1	Al	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	Hey	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	You	_	PRP	PRP	_	2	nsubj	_	_
2	got	_	VBD	VBD	_	0	null	_	_
3	a	_	DT	DT	_	4	det	_	_
4	visitor	_	NN	NN	_	2	dobj	_	_
5	.	_	.	.	_	2	punct	_	_

1	Hey	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	Do	_	VBP	VBP	_	3	aux	_	_
2	n't	_	RB	RB	_	3	neg	_	_
3	tell	_	VB	VB	_	0	null	_	_
4	me	_	PRP	PRP	_	3	dobj	_	_
5	.	_	.	.	_	3	punct	_	_

1	You	_	PRP	PRP	_	2	nsubj	_	_
2	want	_	VBP	VBP	_	0	null	_	_
3	some	_	DT	DT	_	4	det	_	_
4	money	_	NN	NN	_	2	dobj	_	_
5	.	_	.	.	_	2	punct	_	_

1	No	_	UH	UH	_	0	null	_	_
2	,	_	,	,	_	1	punct	_	_
3	no	_	UH	UH	_	1	dep	_	_
4	.	_	.	.	_	1	punct	_	_

1	Here	_	RB	RB	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	Look	_	VB	VB	_	4	ccomp	_	_
2	,	_	,	,	_	4	punct	_	_
